,member_id,payment_date,amount_pkr,payment_type,payment_status
1112,M00553,2026-08-16,3500.0,registration,paid
1113,M00554,2026-05-07,9000.0,membership fee,paid
1114,M00554,2026-08-04,9000.0,renewal,paid
1115,M00554,2026-07-25,3500.0,membership fee,paid
1116,M00555,2026-08-14,3500.0,renewal,paid
1117,M00555,2026-07-18,3500.0,renewal,paid
1118,M00556,2026-06-03,9000.0,membership fee,paid
1119,M00557,2026-06-30,3500.0,renewal,paid
1120,M00558,2026-02-17,30000.0,registration,paid
1121,M00558,2026-06-19,9000.0,registration,paid
1122,M00559,2026-01-09,9000.0,membership fee,paid
1123,M00559,2026-05-02,30000.0,renewal,paid
1124,M00560,2026-01-01,3500.0,membership fee,paid
1125,M00561,2026-04-22,30000.0,registration,paid
1126,M00561,2026-08-18,30000.0,membership fee,paid
1127,M00561,2026-08-31,30000.0,registration,paid
1128,M00562,2026-07-15,9000.0,membership fee,paid
1129,M00562,2026-08-07,30000.0,membership fee,paid
1130,M00563,2026-03-11,9000.0,registration,paid
1131,M00564,2026-08-20,3500.0,renewal,paid
1132,M00564,2026-04-30,3500.0,membership fee,paid
1133,M00564,2026-06-28,3500.0,registration,paid
1134,M00565,2026-01-14,3500.0,renewal,paid
1135,M00565,2026-08-07,9000.0,registration,paid
1136,M00565,2026-08-24,3500.0,renewal,paid
1137,M00566,2026-07-08,30000.0,renewal,paid
1138,M00566,2026-08-24,3500.0,renewal,paid
1139,M00567,2026-03-14,9000.0,registration,paid
1140,M00567,2026-08-04,30000.0,membership fee,paid
1141,M00568,2026-02-02,3500.0,membership fee,paid
1142,M00569,2026-08-05,9000.0,renewal,paid
1143,M00569,2026-08-20,30000.0,registration,paid
1144,M00569,2026-05-01,3500.0,renewal,paid
1145,M00570,2026-05-01,30000.0,registration,paid
1146,M00570,2026-05-14,30000.0,renewal,paid
1147,M00570,2026-08-14,9000.0,membership fee,paid
1148,M00571,2026-06-11,30000.0,renewal,paid
1149,M00571,2026-07-16,30000.0,membership fee,paid
1150,M00572,2026-05-16,3500.0,registration,paid
1151,M00573,2026-08-14,3500.0,registration,paid
1152,M00573,2026-07-19,9000.0,membership fee,paid
1153,M00573,2026-01-18,3500.0,registration,paid
1154,M00574,2026-06-20,3500.0,renewal,paid
1155,M00574,2026-02-19,3500.0,renewal,paid
1156,M00575,2026-01-16,9000.0,membership fee,paid
1157,M00576,2026-07-02,9000.0,membership fee,paid
1158,M00576,2026-07-20,9000.0,membership fee,paid
1159,M00577,2026-06-29,3500.0,renewal,paid
1160,M00577,2026-03-31,3500.0,membership fee,paid
1161,M00577,2026-01-17,9000.0,membership fee,paid
1162,M00578,2026-07-12,30000.0,renewal,paid
1163,M00578,2026-03-16,30000.0,membership fee,paid
1164,M00578,2026-05-16,3500.0,registration,paid
1165,M00579,2026-08-23,9000.0,registration,paid
1166,M00579,2026-08-11,3500.0,registration,paid
1167,M00580,2026-06-07,3500.0,renewal,paid
1168,M00580,2026-04-06,9000.0,registration,paid
1169,M00581,2026-07-13,9000.0,membership fee,paid
1170,M00581,2026-03-14,9000.0,renewal,paid
1171,M00581,2026-07-31,3500.0,renewal,paid
1172,M00582,2026-07-07,9000.0,registration,paid
1173,M00582,2026-03-23,30000.0,membership fee,paid
1174,M00583,2026-08-15,3500.0,registration,paid
1175,M00583,2026-08-29,9000.0,registration,paid
1176,M00583,2026-04-28,9000.0,registration,paid
1177,M00584,2026-05-04,30000.0,renewal,paid
1178,M00585,2026-02-18,9000.0,renewal,paid
1179,M00586,2026-02-06,30000.0,membership fee,paid
1180,M00586,2026-03-22,9000.0,membership fee,paid
1181,M00587,2026-07-05,30000.0,registration,paid
1182,M00587,2026-06-21,9000.0,membership fee,paid
1183,M00588,2026-06-09,9000.0,renewal,paid
1184,M00588,2026-02-01,30000.0,membership fee,paid
1185,M00588,2026-06-05,30000.0,membership fee,paid
1186,M00589,2026-07-10,30000.0,renewal,paid
1187,M00589,2026-02-16,30000.0,registration,paid
1188,M00590,2026-03-25,30000.0,renewal,paid
1189,M00590,2026-06-17,9000.0,membership fee,paid
1190,M00590,2026-05-18,3500.0,registration,paid
1191,M00591,2026-07-24,3500.0,membership fee,paid
1192,M00592,2026-02-16,3500.0,membership fee,paid
1193,M00593,2026-03-09,9000.0,membership fee,paid
1194,M00594,2026-07-21,3500.0,membership fee,paid
1195,M00594,2026-02-05,3500.0,registration,paid
1196,M00595,2026-05-09,30000.0,registration,paid
1197,M00595,2026-03-07,30000.0,membership fee,paid
1198,M00596,2026-02-14,3500.0,registration,paid
1199,M00597,2026-05-02,30000.0,renewal,paid
1200,M00598,2026-05-18,3500.0,membership fee,paid
1201,M00598,2026-08-10,9000.0,membership fee,paid
1202,M00598,2026-02-03,30000.0,registration,paid
1203,M00599,2026-07-26,30000.0,registration,paid
1204,M00599,2026-04-10,3500.0,renewal,paid
1205,M00599,2026-07-20,3500.0,renewal,paid
1206,M00600,2026-05-16,3500.0,membership fee,paid
1207,M00600,2026-04-30,9000.0,membership fee,paid
1208,M00600,2026-08-19,30000.0,renewal,paid
1217,M00004,2026-04-13,30000.0,renewal,paid
