,member_id,attendance_date,facility,check_in_time
4977,M00167,2026-06-18,badminton,12:45
4978,M00020,2026-05-30,gym,10:15
4979,M00470,2026-04-04,swimming pool,06:15
4980,M00565,2026-08-21,badminton,20:45
4981,M00061,2026-03-05,football,18:45
4982,M00001,2026-02-03,badminton,13:45
4983,M00326,2026-02-04,badminton,07:30
4984,M00364,2026-02-26,basketball,14:00
4985,M00546,2026-07-28,basketball,17:30
4986,M00017,2026-03-04,basketball,14:15
4987,M00122,2026-04-01,football,20:45
4988,M00255,2026-05-13,badminton,14:45
4989,M00421,2026-02-08,swimming pool,10:15
4990,M00439,2026-01-10,basketball,18:45
4991,M00542,2026-04-15,badminton,08:15
4992,M00382,2026-05-29,badminton,21:15
4993,M00139,2026-07-11,gym,14:15
4994,M00538,2026-04-10,swimming pool,11:45
4995,M00578,2026-06-08,swimming pool,06:45
4996,M00427,2026-04-12,gym,20:45
4997,M00182,2026-02-18,badminton,18:15
4998,M00562,2026-03-05,swimming pool,16:45
4999,M00410,2026-05-23,football,20:45
5000,M00462,2026-06-06,swimming pool,17:45
5001,M00013,2026-03-19,gym,13:30
5002,M00538,2026-02-14,gym,14:15
5003,M00098,2026-03-25,swimming pool,12:00
5004,M00159,2026-02-02,basketball,06:00
5005,M00005,2026-08-18,gym,15:30
5006,M00051,2026-06-17,basketball,18:15
5007,M00069,2026-07-22,badminton,13:00
5008,M00292,2026-07-07,football,08:15
5009,M00308,2026-01-31,gym,12:45
5010,M00330,2026-02-08,football,21:15
5011,M00034,2026-06-01,football,19:30
5012,M00393,2026-03-18,swimming pool,10:30
5013,M00012,2026-03-26,football,10:00
5014,M00532,2026-02-16,swimming pool,16:15
5015,M00032,2026-05-26,basketball,19:45
5016,M00105,2026-06-09,badminton,18:15
5017,M00583,2026-08-29,football,07:30
5018,M00412,2026-05-17,swimming pool,06:00
5019,M00486,2026-06-18,badminton,13:00
5020,M00460,2026-06-07,basketball,19:00
5021,M00539,2026-04-21,football,16:45
5022,M00157,2026-07-13,badminton,06:30
5023,M00254,2026-07-23,badminton,21:30
5024,M00124,2026-07-01,swimming pool,16:15
5025,M00075,2026-06-18,swimming pool,21:30
5026,M00415,2026-01-25,gym,07:45
5027,M00502,2026-05-07,swimming pool,11:00
5028,M00509,2026-03-31,gym,13:45
5029,M00089,2026-07-13,football,11:00
5030,M00151,2026-06-27,badminton,08:15
5031,M00529,2026-05-04,swimming pool,12:45
5032,M00042,2026-02-18,badminton,11:30
5033,M00318,2026-03-12,basketball,15:00
5034,M00278,2026-05-07,basketball,06:45
5035,M00548,2026-04-17,swimming pool,13:30
5036,M00068,2026-08-25,gym,21:45
5037,M00330,2026-01-20,football,08:45
5038,M00035,2026-08-24,football,17:00
5039,M00495,2026-06-27,swimming pool,11:30
5040,M00081,2026-03-10,badminton,18:15
5041,M00262,2026-01-10,football,08:30
5042,M00522,2026-01-01,badminton,17:00
5043,M00098,2026-03-24,basketball,14:30
5044,M00402,2026-06-21,badminton,13:00
5045,M00408,2026-01-13,basketball,21:00
5046,M00052,2026-03-14,gym,13:00
5047,M00319,2026-03-23,badminton,09:30
5048,M00019,2026-07-14,swimming pool,10:15
5049,M00084,2026-07-25,football,06:15
5050,M00392,2026-04-11,swimming pool,07:15
5051,M00527,2026-04-06,football,18:30
5052,M00022,2026-06-18,basketball,06:15
5053,M00402,2026-03-24,swimming pool,16:00
5054,M00392,2026-03-14,basketball,12:15
5055,M00243,2026-03-29,basketball,10:15
5056,M00057,2026-08-27,swimming pool,20:30
5057,M00270,2026-08-06,gym,07:45
5058,M00500,2026-01-11,football,21:00
5059,M00173,2026-01-11,gym,08:30
5060,M00228,2026-01-21,gym,12:15
5061,M00400,2026-04-07,gym,09:30
5062,M00551,2026-03-12,football,16:00
5063,M00352,2026-02-11,basketball,13:15
5064,M00123,2026-01-29,football,18:00
5065,M00303,2026-04-27,swimming pool,10:00
5066,M00322,2026-02-27,football,21:00
5067,M00488,2026-05-03,badminton,17:30
5068,M00304,2026-05-03,gym,10:15
5069,M00082,2026-04-24,gym,15:45
5070,M00076,2026-07-30,football,16:15
5071,M00591,2026-03-11,basketball,21:45
5072,M00418,2026-02-03,basketball,11:15
5073,M00335,2026-06-29,football,18:00
5074,M00373,2026-03-01,gym,10:45
5075,M00076,2026-07-09,football,15:00
5076,M00133,2026-04-06,basketball,20:00
5077,M00222,2026-08-21,basketball,18:00
5078,M00339,2026-08-26,gym,18:15
5079,M00043,2026-04-12,basketball,13:45
5080,M00009,2026-04-05,gym,10:00
5081,M00440,2026-03-10,gym,09:00
5082,M00222,2026-05-31,gym,09:15
5083,M00061,2026-07-26,swimming pool,06:15
5084,M00374,2026-02-04,gym,14:30
5085,M00162,2026-06-26,swimming pool,20:30
5086,M00583,2026-04-30,football,17:15
5087,M00115,2026-05-28,swimming pool,18:00
5088,M00051,2026-06-09,football,19:00
5089,M00137,2026-08-09,basketball,17:45
5090,M00303,2026-06-19,badminton,14:30
5091,M00141,2026-01-12,badminton,15:30
5092,M00293,2026-08-25,badminton,13:00
5093,M00128,2026-05-23,gym,09:45
5094,M00357,2026-06-11,badminton,12:30
5095,M00290,2026-07-15,badminton,18:45
5096,M00161,2026-08-10,swimming pool,17:15
5097,M00127,2026-05-07,football,21:00
5098,M00323,2026-06-29,basketball,18:00
5099,M00241,2026-07-27,basketball,09:45
5100,M00143,2026-03-21,football,19:00
5101,M00459,2026-01-03,badminton,20:15
5102,M00432,2026-08-19,basketball,06:15
5103,M00202,2026-04-01,gym,17:30
5104,M00028,2026-01-19,badminton,12:00
5105,M00070,2026-04-23,swimming pool,08:45
5106,M00509,2026-07-27,gym,16:45
5107,M00056,2026-03-30,football,20:00
5108,M00383,2026-02-03,swimming pool,14:30
5109,M00077,2026-02-23,swimming pool,16:30
5110,M00453,2026-05-26,badminton,07:45
5111,M00271,2026-07-07,badminton,12:00
5112,M00328,2026-06-27,basketball,07:30
5113,M00472,2026-02-01,football,08:45
5114,M00446,2026-07-10,badminton,18:15
5115,M00440,2026-03-26,basketball,09:15
5116,M00200,2026-08-14,badminton,21:30
5117,M00573,2026-04-28,basketball,06:30
5118,M00480,2026-01-13,swimming pool,13:45
5119,M00486,2026-07-25,gym,14:15
5120,M00007,2026-07-26,gym,11:15
5121,M00027,2026-06-04,badminton,19:45
5122,M00248,2026-02-25,swimming pool,10:45
5123,M00218,2026-07-21,swimming pool,12:45
5124,M00297,2026-03-08,gym,11:15
5125,M00330,2026-03-03,swimming pool,18:45
5126,M00386,2026-06-08,football,11:30
5127,M00170,2026-04-23,basketball,13:15
5128,M00230,2026-07-04,football,16:15
5129,M00048,2026-02-04,swimming pool,11:00
5130,M00590,2026-01-25,badminton,06:00
5131,M00434,2026-06-07,swimming pool,13:15
5132,M00529,2026-03-13,badminton,10:15
5133,M00305,2026-05-07,gym,10:00
5134,M00495,2026-03-26,badminton,08:30
5135,M00276,2026-06-26,badminton,10:45
5136,M00059,2026-08-23,basketball,16:45
5137,M00583,2026-06-26,football,08:15
5138,M00565,2026-02-26,gym,06:00
5139,M00403,2026-07-21,badminton,13:15
5140,M00159,2026-02-17,basketball,10:15
5141,M00505,2026-04-26,basketball,20:15
5142,M00209,2026-08-29,gym,19:00
5143,M00408,2026-04-13,badminton,21:00
5144,M00454,2026-01-01,swimming pool,17:00
5145,M00244,2026-04-07,gym,16:30
5146,M00174,2026-06-09,football,15:15
5147,M00295,2026-01-22,gym,21:30
5148,M00055,2026-02-03,basketball,14:00
5149,M00445,2026-05-02,badminton,11:45
5150,M00465,2026-04-18,swimming pool,17:00
5151,M00441,2026-08-01,swimming pool,06:00
5152,M00251,2026-06-30,basketball,12:30
5153,M00414,2026-08-15,badminton,19:00
5154,M00290,2026-05-27,basketball,14:30
5155,M00498,2026-06-15,football,12:00
5156,M00536,2026-08-25,swimming pool,21:30
5157,M00080,2026-03-07,football,19:00
5158,M00323,2026-07-28,badminton,06:30
5159,M00213,2026-02-06,basketball,19:30
5160,M00222,2026-02-02,swimming pool,13:30
5161,M00391,2026-01-26,swimming pool,09:15
5162,M00562,2026-05-30,football,08:00
5163,M00338,2026-06-07,badminton,16:15
5164,M00258,2026-01-05,gym,08:15
5165,M00462,2026-04-22,swimming pool,10:15
5166,M00544,2026-06-30,badminton,21:30
5167,M00177,2026-07-31,swimming pool,16:45
5168,M00473,2026-07-11,football,21:00
5169,M00526,2026-07-18,football,10:15
5170,M00210,2026-04-26,football,21:00
5171,M00338,2026-06-18,football,15:00
5172,M00398,2026-05-14,gym,18:00
5173,M00205,2026-06-28,badminton,17:45
5174,M00314,2026-04-30,football,14:45
5175,M00026,2026-07-12,badminton,19:45
5176,M00276,2026-05-26,basketball,12:15
5177,M00004,2026-08-08,football,20:15
5178,M00207,2026-04-12,gym,07:00
5179,M00588,2026-08-14,swimming pool,19:00
5180,M00394,2026-04-13,swimming pool,06:00
5181,M00429,2026-03-24,badminton,16:45
5182,M00519,2026-04-15,badminton,16:45
5183,M00536,2026-08-31,basketball,16:30
5184,M00368,2026-08-16,basketball,17:00
5185,M00177,2026-03-07,basketball,19:30
5186,M00006,2026-01-02,gym,18:45
5187,M00346,2026-05-14,basketball,10:30
5188,M00059,2026-04-02,gym,19:45
5189,M00362,2026-03-07,badminton,09:15
5190,M00180,2026-08-17,badminton,15:30
5191,M00071,2026-07-17,football,21:30
5192,M00006,2026-02-06,swimming pool,12:45
5193,M00548,2026-04-20,gym,13:30
5194,M00482,2026-08-11,gym,08:45
5195,M00021,2026-03-04,basketball,12:00
5196,M00306,2026-07-27,badminton,10:15
5197,M00525,2026-06-14,basketball,07:15
5198,M00047,2026-07-24,badminton,07:15
5199,M00032,2026-06-05,badminton,08:15
5200,M00276,2026-06-21,football,06:45
5201,M00068,2026-07-30,football,21:45
5202,M00590,2026-08-13,basketball,10:30
5203,M00345,2026-02-09,football,14:00
5204,M00215,2026-04-03,basketball,14:00
5205,M00306,2026-03-23,gym,20:15
5206,M00363,2026-07-12,basketball,21:30
5207,M00522,2026-01-04,football,16:45
5208,M00229,2026-05-27,badminton,06:30
5209,M00599,2026-08-01,football,07:15
5210,M00443,2026-01-01,swimming pool,14:30
5211,M00151,2026-06-16,gym,13:00
5212,M00363,2026-08-22,football,10:30
5213,M00534,2026-03-13,football,06:45
5214,M00196,2026-08-05,badminton,10:00
5215,M00233,2026-01-25,football,20:45
5216,M00483,2026-03-15,football,19:45
5217,M00372,2026-06-06,badminton,09:30
5218,M00069,2026-05-12,basketball,14:15
5219,M00207,2026-01-01,football,10:30
5220,M00533,2026-08-12,basketball,14:00
5221,M00585,2026-04-18,swimming pool,13:15
5222,M00173,2026-08-17,basketball,06:30
5223,M00562,2026-04-07,football,14:15
5224,M00471,2026-04-18,basketball,15:15
5225,M00102,2026-08-06,basketball,12:00
5226,M00394,2026-04-14,swimming pool,12:00
5227,M00381,2026-01-24,football,08:45
5228,M00554,2026-05-09,swimming pool,15:15
5229,M00391,2026-07-30,badminton,16:30
5230,M00425,2026-06-09,football,06:45
5231,M00157,2026-03-02,swimming pool,20:15
5232,M00226,2026-06-17,basketball,09:45
5233,M00515,2026-08-31,football,06:15
5234,M00176,2026-02-28,basketball,07:00
5235,M00439,2026-03-22,badminton,20:00
5236,M00566,2026-03-13,basketball,20:30
5237,M00266,2026-01-19,basketball,19:45
5238,M00322,2026-03-22,swimming pool,08:00
5239,M00464,2026-07-11,swimming pool,20:00
5240,M00362,2026-05-30,gym,16:45
5241,M00060,2026-05-23,football,15:30
5242,M00523,2026-06-05,basketball,11:45
5243,M00564,2026-02-23,football,14:45
5244,M00421,2026-02-22,football,06:15
5245,M00018,2026-06-25,basketball,18:00
5246,M00155,2026-03-02,football,18:00
5247,M00185,2026-01-30,football,06:30
5248,M00091,2026-05-21,football,09:15
5249,M00581,2026-06-15,football,18:00
5250,M00524,2026-07-16,swimming pool,06:45
5251,M00008,2026-08-23,basketball,18:00
5252,M00122,2026-01-13,basketball,10:15
5253,M00493,2026-07-19,swimming pool,10:45
5254,M00567,2026-06-05,swimming pool,13:30
5255,M00524,2026-06-19,basketball,15:45
5256,M00048,2026-03-04,badminton,07:45
5257,M00503,2026-03-25,basketball,19:15
5258,M00196,2026-03-28,badminton,20:00
5259,M00499,2026-04-24,swimming pool,09:15
5260,M00224,2026-01-26,badminton,16:30
5261,M00044,2026-06-24,badminton,20:00
5262,M00367,2026-02-02,gym,21:15
5263,M00529,2026-03-12,badminton,14:00
5264,M00319,2026-04-05,football,12:00
5265,M00079,2026-03-21,gym,15:45
5266,M00053,2026-06-16,gym,10:15
5267,M00331,2026-08-06,gym,12:45
5268,M00549,2026-04-24,gym,16:45
5269,M00547,2026-06-04,gym,07:45
5270,M00462,2026-06-08,basketball,07:15
5271,M00238,2026-06-13,badminton,14:30
5272,M00437,2026-05-12,badminton,14:45
5273,M00485,2026-05-28,badminton,06:15
5274,M00434,2026-07-05,basketball,15:00
5275,M00068,2026-04-21,swimming pool,10:30
5276,M00492,2026-02-25,basketball,12:00
5277,M00364,2026-05-30,basketball,17:45
5278,M00165,2026-06-03,swimming pool,20:15
5279,M00107,2026-05-11,basketball,12:00
5280,M00140,2026-05-25,gym,16:30
5281,M00312,2026-06-14,swimming pool,13:15
5282,M00180,2026-03-18,gym,18:30
5283,M00071,2026-05-21,badminton,14:15
5284,M00598,2026-04-21,basketball,06:45
5285,M00213,2026-03-18,badminton,18:45
5286,M00261,2026-04-10,swimming pool,09:30
5287,M00587,2026-04-02,football,15:00
5288,M00499,2026-03-10,football,09:45
5289,M00066,2026-04-24,gym,16:00
5290,M00166,2026-08-18,swimming pool,08:00
5291,M00415,2026-05-25,football,08:30
5292,M00102,2026-02-28,badminton,14:45
5293,M00396,2026-06-28,gym,14:15
5294,M00499,2026-07-27,basketball,15:00
5295,M00132,2026-06-01,swimming pool,18:30
5296,M00248,2026-02-21,gym,10:45
5297,M00357,2026-08-27,gym,18:15
5298,M00120,2026-05-23,swimming pool,19:45
5299,M00464,2026-04-28,gym,18:45
5300,M00424,2026-04-22,gym,06:15
5301,M00321,2026-07-11,basketball,13:30
5302,M00179,2026-07-27,gym,10:15
5303,M00137,2026-06-24,swimming pool,14:00
5304,M00075,2026-08-19,swimming pool,20:45
5305,M00568,2026-02-26,basketball,21:30
5306,M00017,2026-01-25,basketball,20:00
5307,M00336,2026-02-08,badminton,14:45
5308,M00124,2026-03-12,badminton,06:15
5309,M00217,2026-03-04,badminton,08:45
5310,M00312,2026-08-06,basketball,17:45
5311,M00315,2026-02-05,basketball,07:00
5312,M00563,2026-04-09,swimming pool,21:15
5313,M00389,2026-02-25,gym,17:45
5314,M00343,2026-04-02,football,11:15
5315,M00498,2026-06-25,basketball,18:30
5316,M00095,2026-03-18,football,07:00
5317,M00222,2026-08-26,football,16:00
5318,M00184,2026-07-10,badminton,16:00
5319,M00214,2026-08-01,badminton,15:30
5320,M00563,2026-04-13,basketball,10:15
5321,M00547,2026-08-22,football,13:00
5322,M00308,2026-05-01,swimming pool,13:00
5323,M00259,2026-08-25,badminton,14:45
5324,M00086,2026-04-06,basketball,15:15
5325,M00153,2026-04-02,gym,09:30
5326,M00469,2026-05-15,football,20:30
5327,M00219,2026-01-17,swimming pool,06:30
5328,M00015,2026-05-30,badminton,15:15
5329,M00452,2026-05-07,basketball,19:00
5330,M00527,2026-02-19,gym,17:00
5331,M00062,2026-01-26,football,21:15
5332,M00088,2026-03-21,swimming pool,08:30
5333,M00095,2026-08-29,gym,14:15
5334,M00444,2026-05-04,football,19:15
5335,M00107,2026-08-30,gym,21:00
5336,M00562,2026-04-27,gym,07:45
5337,M00538,2026-03-23,basketball,15:15
5338,M00339,2026-07-14,basketball,07:45
5339,M00562,2026-06-16,gym,10:45
5340,M00593,2026-06-18,swimming pool,13:00
5341,M00382,2026-08-30,badminton,11:15
5342,M00013,2026-04-14,gym,07:15
5343,M00200,2026-01-14,swimming pool,19:30
5344,M00344,2026-08-21,gym,16:15
5345,M00173,2026-03-15,gym,09:30
5346,M00158,2026-01-07,basketball,19:45
5347,M00038,2026-01-27,badminton,08:30
5348,M00328,2026-07-09,football,10:00
5349,M00098,2026-08-09,basketball,19:15
5350,M00211,2026-08-06,football,10:15
5351,M00139,2026-08-07,swimming pool,14:00
5352,M00033,2026-03-23,swimming pool,10:15
5353,M00181,2026-01-13,badminton,18:15
5354,M00029,2026-01-25,football,07:00
5355,M00117,2026-07-14,swimming pool,14:30
5356,M00215,2026-02-27,football,09:15
5357,M00234,2026-06-14,swimming pool,17:15
5358,M00530,2026-04-07,gym,12:15
5359,M00250,2026-07-07,football,14:30
5360,M00422,2026-06-23,badminton,16:15
5361,M00222,2026-03-19,swimming pool,18:30
5362,M00306,2026-06-06,basketball,19:00
5363,M00178,2026-03-09,football,19:45
5364,M00198,2026-03-10,swimming pool,07:30
5365,M00254,2026-04-22,basketball,21:15
5366,M00284,2026-06-19,football,17:15
5367,M00484,2026-08-01,swimming pool,17:45
5368,M00095,2026-03-27,swimming pool,18:45
5369,M00380,2026-07-28,badminton,08:30
5370,M00500,2026-07-15,basketball,11:30
5371,M00253,2026-08-12,football,07:45
5372,M00427,2026-03-18,gym,14:45
5373,M00379,2026-02-26,swimming pool,18:30
5374,M00164,2026-03-15,basketball,14:45
5375,M00445,2026-07-04,badminton,13:30
5376,M00214,2026-05-24,football,19:15
5377,M00591,2026-05-22,badminton,13:15
5378,M00297,2026-02-21,basketball,21:15
5379,M00305,2026-01-27,badminton,21:00
5380,M00161,2026-06-14,basketball,19:15
5381,M00561,2026-08-27,swimming pool,16:30
5382,M00218,2026-08-29,badminton,19:30
5383,M00513,2026-07-11,basketball,13:00
5384,M00423,2026-07-20,gym,18:15
5385,M00304,2026-05-25,basketball,13:00
5386,M00426,2026-01-25,badminton,13:00
5387,M00104,2026-04-11,football,12:45
5388,M00091,2026-01-08,swimming pool,06:45
5389,M00214,2026-05-02,swimming pool,18:00
5390,M00483,2026-06-26,swimming pool,06:00
5391,M00281,2026-05-18,football,19:45
5392,M00568,2026-08-20,gym,10:45
5393,M00282,2026-05-27,swimming pool,09:15
5394,M00126,2026-03-15,basketball,12:30
5395,M00453,2026-04-12,swimming pool,16:30
5396,M00148,2026-07-11,football,11:45
5397,M00304,2026-03-30,basketball,12:15
5398,M00112,2026-04-28,swimming pool,15:00
5399,M00221,2026-04-12,football,14:00
5400,M00113,2026-02-16,basketball,18:30
5401,M00581,2026-04-28,gym,19:45
5402,M00027,2026-04-16,football,13:15
5403,M00337,2026-02-26,football,09:00
5404,M00108,2026-04-10,gym,11:30
5405,M00585,2026-01-08,gym,18:15
5406,M00582,2026-06-04,badminton,07:00
5407,M00200,2026-02-27,swimming pool,14:30
5408,M00221,2026-05-02,basketball,21:15
5409,M00281,2026-05-17,gym,15:00
5410,M00577,2026-05-20,badminton,08:00
5411,M00073,2026-08-10,basketball,21:15
5412,M00039,2026-01-19,badminton,08:00
5413,M00411,2026-01-03,badminton,08:00
5414,M00049,2026-08-06,badminton,11:00
5415,M00155,2026-05-16,football,19:45
5416,M00122,2026-04-14,football,07:00
5417,M00041,2026-03-05,badminton,10:00
5418,M00206,2026-03-08,football,16:30
5419,M00567,2026-03-08,swimming pool,07:15
5420,M00327,2026-02-20,gym,19:00
5421,M00490,2026-05-25,gym,21:00
5422,M00211,2026-08-24,football,18:00
5423,M00082,2026-03-24,basketball,09:00
5424,M00508,2026-01-30,swimming pool,10:00
5425,M00597,2026-06-24,badminton,06:15
5426,M00311,2026-08-20,basketball,06:15
5427,M00534,2026-05-23,gym,15:00
5428,M00123,2026-02-03,football,20:30
5429,M00325,2026-02-04,basketball,08:15
5430,M00447,2026-05-02,football,17:45
5431,M00390,2026-03-17,basketball,12:00
5432,M00245,2026-05-22,gym,07:45
5433,M00309,2026-06-07,gym,18:00
5434,M00592,2026-03-15,swimming pool,13:15
5435,M00122,2026-03-31,badminton,07:00
5436,M00244,2026-01-22,badminton,12:30
5437,M00053,2026-04-16,football,19:15
5438,M00398,2026-01-18,basketball,14:30
5439,M00346,2026-02-12,badminton,11:45
5440,M00320,2026-08-17,gym,06:15
5441,M00373,2026-03-14,basketball,08:45
5442,M00598,2026-05-19,football,14:30
5443,M00437,2026-04-10,football,15:15
5444,M00060,2026-01-08,badminton,09:30
5445,M00444,2026-04-26,badminton,18:15
5446,M00375,2026-04-04,football,15:15
5447,M00189,2026-04-25,gym,20:15
5448,M00400,2026-04-14,swimming pool,17:45
5449,M00376,2026-01-07,badminton,18:00
5450,M00488,2026-01-06,gym,08:30
5451,M00282,2026-01-29,swimming pool,06:45
5452,M00522,2026-06-15,basketball,11:30
5453,M00042,2026-07-21,football,20:00
5454,M00006,2026-01-01,basketball,19:00
5455,M00279,2026-07-25,gym,21:15
5456,M00550,2026-02-06,gym,21:45
5457,M00173,2026-02-19,football,09:00
5458,M00360,2026-08-11,swimming pool,10:15
5459,M00147,2026-05-22,swimming pool,11:15
5460,M00570,2026-02-09,badminton,06:30
5461,M00483,2026-03-25,swimming pool,12:30
5462,M00305,2026-01-09,gym,14:00
5463,M00040,2026-07-05,football,14:45
5464,M00119,2026-02-28,badminton,09:00
5465,M00253,2026-03-30,gym,16:15
5466,M00327,2026-07-19,basketball,10:15
5467,M00544,2026-06-01,swimming pool,06:45
5468,M00297,2026-01-31,badminton,21:00
5469,M00476,2026-05-15,swimming pool,06:15
5470,M00554,2026-01-05,gym,06:30
5471,M00105,2026-06-09,badminton,16:15
5472,M00309,2026-01-20,football,16:15
5473,M00523,2026-07-14,gym,14:30
5474,M00481,2026-05-23,basketball,20:30
5475,M00132,2026-05-21,gym,11:00
5476,M00523,2026-06-22,football,13:00
5477,M00395,2026-02-26,badminton,21:00
5478,M00233,2026-04-29,football,09:15
5479,M00100,2026-02-26,football,20:30
5480,M00246,2026-07-30,basketball,06:30
5481,M00340,2026-05-22,badminton,17:45
5482,M00382,2026-06-01,football,15:00
5483,M00558,2026-07-14,badminton,11:00
5484,M00430,2026-06-04,basketball,07:30
5485,M00368,2026-08-17,swimming pool,19:00
5486,M00387,2026-01-18,gym,18:30
5487,M00431,2026-04-28,swimming pool,13:45
5488,M00280,2026-04-06,basketball,07:00
5489,M00409,2026-03-23,swimming pool,20:45
5490,M00096,2026-08-26,swimming pool,19:00
5491,M00307,2026-05-31,football,07:15
5492,M00367,2026-02-26,gym,14:15
5493,M00491,2026-07-05,basketball,11:45
5494,M00303,2026-03-10,badminton,20:45
5495,M00185,2026-03-24,gym,15:15
5496,M00247,2026-07-10,swimming pool,14:15
5497,M00218,2026-03-19,football,06:00
5498,M00281,2026-01-21,basketball,10:30
5499,M00114,2026-07-04,badminton,16:15
5500,M00408,2026-06-03,gym,16:30
5501,M00323,2026-04-28,badminton,06:45
5502,M00179,2026-08-02,basketball,18:00
5503,M00167,2026-03-13,swimming pool,17:45
5504,M00063,2026-03-03,swimming pool,13:15
5505,M00347,2026-06-22,football,15:30
5506,M00186,2026-08-27,swimming pool,08:30
5507,M00551,2026-08-24,swimming pool,18:15
5508,M00048,2026-03-13,gym,10:45
5509,M00402,2026-02-17,football,08:45
5510,M00162,2026-01-26,basketball,15:15
5511,M00143,2026-08-01,swimming pool,06:30
5512,M00090,2026-04-15,basketball,11:00
5513,M00368,2026-06-25,swimming pool,11:45
5514,M00392,2026-06-04,swimming pool,21:00
5515,M00406,2026-02-26,swimming pool,17:00
5516,M00221,2026-02-01,swimming pool,11:00
5517,M00310,2026-05-17,badminton,06:15
5518,M00155,2026-01-12,basketball,09:00
5519,M00109,2026-05-28,swimming pool,13:15
5520,M00383,2026-06-08,swimming pool,21:45
5521,M00087,2026-06-04,gym,06:00
5522,M00023,2026-02-17,football,16:45
5523,M00102,2026-04-07,swimming pool,11:30
5524,M00386,2026-07-03,badminton,21:00
5525,M00527,2026-07-09,badminton,17:30
5526,M00003,2026-07-06,basketball,10:15
5527,M00001,2026-03-15,badminton,12:15
5528,M00240,2026-01-22,basketball,20:45
5529,M00548,2026-07-16,gym,15:30
5530,M00386,2026-03-16,basketball,15:15
5531,M00455,2026-01-04,gym,15:30
5532,M00201,2026-06-23,football,09:00
5533,M00463,2026-05-08,basketball,19:45
5534,M00349,2026-01-15,badminton,11:45
5535,M00429,2026-01-18,swimming pool,06:15
5536,M00568,2026-01-23,badminton,21:00
5537,M00417,2026-06-19,gym,07:15
5538,M00136,2026-03-04,gym,09:45
5539,M00490,2026-06-10,football,20:00
5540,M00396,2026-06-11,basketball,19:15
5541,M00344,2026-03-04,swimming pool,10:15
5542,M00498,2026-02-01,football,17:15
5543,M00074,2026-08-11,swimming pool,18:30
5544,M00525,2026-04-05,basketball,13:45
5545,M00086,2026-01-22,badminton,10:30
5546,M00198,2026-01-06,gym,06:15
5547,M00465,2026-08-01,badminton,13:15
5548,M00250,2026-06-29,gym,12:15
5549,M00266,2026-04-22,badminton,18:45
5550,M00214,2026-02-02,basketball,14:00
5551,M00503,2026-06-18,football,12:45
5552,M00423,2026-03-29,football,08:30
5553,M00216,2026-08-24,football,10:00
5554,M00097,2026-01-26,badminton,06:45
5555,M00362,2026-02-11,basketball,18:30
5556,M00189,2026-04-21,basketball,13:30
5557,M00066,2026-07-26,swimming pool,21:15
5558,M00287,2026-03-22,badminton,13:15
5559,M00501,2026-08-02,badminton,18:30
5560,M00396,2026-06-07,basketball,19:30
5561,M00542,2026-04-23,football,15:45
5562,M00164,2026-02-12,badminton,15:30
5563,M00124,2026-01-06,badminton,19:15
5564,M00323,2026-01-02,basketball,10:45
5565,M00335,2026-04-09,football,16:00
5566,M00147,2026-07-29,gym,19:15
5567,M00459,2026-08-13,basketball,21:15
5568,M00237,2026-07-09,badminton,06:45
5569,M00599,2026-07-19,swimming pool,14:30
5570,M00142,2026-01-19,swimming pool,09:30
5571,M00448,2026-08-11,badminton,06:15
5572,M00151,2026-07-21,swimming pool,15:45
5573,M00473,2026-05-21,gym,15:30
5574,M00505,2026-07-05,football,20:15
5575,M00383,2026-01-30,football,15:00
5576,M00470,2026-01-07,swimming pool,13:15
5577,M00096,2026-03-16,basketball,10:15
5578,M00198,2026-04-24,swimming pool,07:30
5579,M00325,2026-01-17,basketball,21:45
5580,M00456,2026-01-04,basketball,12:45
5581,M00225,2026-06-21,swimming pool,19:15
5582,M00005,2026-01-29,gym,10:15
5583,M00028,2026-07-30,gym,15:30
5584,M00130,2026-04-10,badminton,12:15
5585,M00218,2026-04-19,basketball,18:00
5586,M00522,2026-02-12,football,18:45
5587,M00088,2026-06-28,swimming pool,18:00
5588,M00344,2026-06-13,badminton,15:45
5589,M00137,2026-01-07,football,17:45
5590,M00287,2026-05-26,gym,09:15
5591,M00150,2026-03-08,football,17:00
5592,M00578,2026-08-27,swimming pool,17:00
5593,M00001,2026-01-20,gym,16:30
5594,M00401,2026-01-29,basketball,17:00
5595,M00554,2026-08-13,gym,12:00
5596,M00293,2026-03-07,gym,07:30
5597,M00063,2026-03-11,swimming pool,08:30
5598,M00416,2026-04-09,football,16:00
5599,M00219,2026-08-02,badminton,12:00
5600,M00282,2026-05-12,swimming pool,21:30
5601,M00470,2026-03-23,badminton,07:15
5602,M00044,2026-06-09,gym,09:45
5603,M00529,2026-08-27,badminton,18:30
5604,M00459,2026-01-29,basketball,20:30
5605,M00037,2026-01-24,football,07:15
5606,M00474,2026-07-22,gym,18:15
5607,M00496,2026-06-29,gym,19:00
5608,M00110,2026-04-04,football,18:45
5609,M00530,2026-04-19,gym,08:45
5610,M00395,2026-04-23,badminton,12:15
5611,M00164,2026-04-16,gym,21:00
5612,M00329,2026-08-10,gym,16:15
5613,M00384,2026-02-18,badminton,17:00
5614,M00357,2026-04-19,badminton,20:15
5615,M00559,2026-04-05,swimming pool,17:15
5616,M00254,2026-05-29,football,11:30
