member_id,attendance_date,facility,check_in_time
M00589,2026-04-15,Swimming Pool,11:15
M00383,2026-01-21,Basketball,15:15
M00190,2026-03-16,Gym,14:15
M00177,2026-04-18,Gym,09:00
M00037,2026-02-19,Badminton,18:45
M00102,2026-06-26,Basketball,12:00
M00487,2026-01-04,Swimming Pool,18:45
M00174,2026-01-15,Swimming Pool,07:00
M00344,2026-07-19,Swimming Pool,18:45
M00139,2026-01-18,Football,17:15
M00420,2026-05-20,Football,06:00
M00348,2026-04-30,Basketball,16:00
M00062,2026-01-25,Basketball,13:15
M00342,2026-07-24,Football,06:00
M00473,2026-02-25,Football,20:00
M00195,2026-07-12,Gym,20:15
M00165,2026-01-24,Gym,12:45
M00580,2026-01-11,Football,21:00
M00400,2026-05-07,Swimming Pool,11:00
M00026,2026-07-25,Badminton,16:30
M00418,2026-07-22,Gym,21:00
M00584,2026-02-12,Football,08:45
M00007,2026-04-27,Badminton,15:15
M00417,2026-01-14,Swimming Pool,13:30
M00301,2026-08-08,Swimming Pool,11:30
M00148,2026-01-24,Basketball,06:15
M00351,2026-02-16,Swimming Pool,14:00
M00146,2026-07-07,Gym,14:30
M00457,2026-07-24,Basketball,11:45
M00024,2026-02-23,Swimming Pool,19:30
M00324,2026-01-25,Swimming Pool,10:45
M00419,2026-01-21,Basketball,15:00
M00138,2026-03-11,Badminton,17:30
M00115,2026-04-08,Gym,10:00
M00109,2026-05-28,Gym,16:00
M00175,2026-07-26,Basketball,18:30
M00549,2026-08-15,Basketball,14:45
M00570,2026-04-20,Football,19:15
M00220,2026-04-29,Basketball,07:00
M00513,2026-05-15,Badminton,15:45
M00266,2026-01-07,Football,13:45
M00571,2026-01-23,Football,09:00
M00503,2026-03-16,Football,10:00
M00448,2026-03-18,Gym,07:45
M00585,2026-07-08,Football,12:45
M00131,2026-08-02,Swimming Pool,16:15
M00286,2026-05-19,Badminton,19:30
M00460,2026-08-30,Gym,11:00
M00230,2026-05-27,Football,19:30
M00281,2026-04-21,Swimming Pool,10:00
M00173,2026-01-17,Swimming Pool,12:45
M00152,2026-08-10,Gym,17:30
M00002,2026-08-13,Swimming Pool,12:00
M00063,2026-01-06,Gym,18:15
M00299,2026-07-10,Basketball,20:15
M00114,2026-06-06,Gym,06:00
M00125,2026-03-06,Gym,18:00
M00024,2026-05-29,Gym,18:15
M00241,2026-02-05,Basketball,12:45
M00596,2026-06-22,Football,20:00
M00398,2026-01-03,Football,16:30
M00557,2026-08-04,Gym,19:45
M00265,2026-04-10,Swimming Pool,07:00
M00024,2026-08-24,Football,14:15
M00256,2026-04-22,Gym,09:15
M00457,2026-01-22,Gym,08:30
M00095,2026-06-19,Football,17:30
M00338,2026-05-09,Swimming Pool,15:15
M00019,2026-02-18,Badminton,06:00
M00372,2026-02-22,Badminton,13:30
M00423,2026-04-16,Gym,20:30
M00385,2026-08-30,Football,14:30
M00596,2026-08-16,Badminton,18:45
M00453,2026-02-07,Gym,09:00
M00564,2026-02-05,Badminton,06:15
M00553,2026-08-22,Gym,10:15
M00228,2026-05-12,Basketball,15:00
M00153,2026-08-17,Basketball,10:00
M00544,2026-03-30,Football,08:45
M00269,2026-06-26,Badminton,10:45
M00233,2026-07-22,Badminton,12:45
M00320,2026-02-10,Swimming Pool,17:45
M00018,2026-01-03,Badminton,08:15
M00097,2026-07-17,Football,10:30
M00110,2026-05-21,Gym,19:00
M00181,2026-07-21,Badminton,17:00
M00294,2026-06-20,Basketball,09:00
M00063,2026-04-29,Football,11:15
M00057,2026-03-09,Basketball,19:00
M00056,2026-01-22,Swimming Pool,13:15
M00470,2026-01-23,Gym,08:15
M00206,2026-08-20,Swimming Pool,19:00
M00360,2026-01-23,Swimming Pool,06:30
M00546,2026-07-03,Badminton,06:45
M00440,2026-04-22,Badminton,13:30
M00320,2026-04-08,Gym,15:15
M00148,2026-04-23,Basketball,13:30
M00393,2026-07-31,Gym,09:00
M00341,2026-03-02,Gym,17:45
M00210,2026-07-07,Badminton,21:15
M00266,2026-03-02,Badminton,19:00
M00503,2026-04-15,Football,11:15
M00326,2026-07-13,Gym,10:45
M00188,2026-04-11,Basketball,06:45
M00429,2026-06-30,Basketball,17:45
M00157,2026-08-08,Swimming Pool,14:00
M00453,2026-08-15,Basketball,20:30
M00301,2026-05-02,Basketball,08:15
M00593,2026-01-16,Swimming Pool,17:00
M00038,2026-04-16,Gym,15:45
M00309,2026-02-07,Swimming Pool,13:30
M00279,2026-07-27,Swimming Pool,15:00
M00315,2026-07-05,Basketball,18:15
M00114,2026-02-08,Gym,16:45
M00259,2026-06-04,Badminton,11:30
M00263,2026-05-28,Swimming Pool,06:45
M00284,2026-07-25,Badminton,08:00
M00104,2026-06-21,Football,21:15
M00560,2026-05-21,Gym,10:45
M00256,2026-01-01,Basketball,13:30
M00231,2026-03-28,Football,15:15
M00067,2026-05-16,Football,14:45
M00550,2026-01-06,Basketball,18:30
M00019,2026-03-30,Gym,09:00
M00187,2026-01-24,Swimming Pool,17:30
M00201,2026-06-18,Badminton,08:15
M00254,2026-08-09,Gym,09:45
M00053,2026-03-21,Football,19:00
M00246,2026-05-08,Swimming Pool,09:45
M00055,2026-01-15,Swimming Pool,11:00
M00207,2026-01-27,Football,20:00
M00083,2026-01-23,Badminton,07:00
M00215,2026-03-18,Basketball,09:15
M00110,2026-07-12,Basketball,09:45
M00569,2026-04-17,Gym,09:45
M00160,2026-07-14,Badminton,07:30
M00101,2026-05-29,Badminton,20:30
M00374,2026-08-24,Gym,09:00
M00211,2026-04-23,Badminton,13:30
M00543,2026-02-12,Gym,06:45
M00171,2026-05-23,Football,20:00
M00483,2026-02-05,Basketball,07:15
M00480,2026-01-29,Basketball,09:45
M00029,2026-05-22,Football,09:45
M00159,2026-02-03,Swimming Pool,18:30
M00493,2026-05-06,Gym,12:45
M00347,2026-08-03,Swimming Pool,07:45
M00430,2026-05-24,Gym,06:15
M00294,2026-05-21,Gym,17:30
M00477,2026-08-10,Football,07:00
M00174,2026-06-16,Badminton,15:15
M00139,2026-02-24,Basketball,11:15
M00125,2026-04-11,Football,07:45
M00392,2026-05-22,Badminton,20:30
M00408,2026-06-20,Basketball,06:45
M00454,2026-06-24,Badminton,08:45
M00122,2026-03-04,Football,17:15
M00092,2026-03-24,Gym,09:45
M00306,2026-07-30,Swimming Pool,18:00
M00005,2026-05-03,Gym,12:15
M00373,2026-01-12,Football,14:15
M00289,2026-08-06,Swimming Pool,09:15
M00592,2026-02-05,Badminton,15:00
M00226,2026-01-07,Gym,15:00
M00436,2026-06-03,Gym,06:30
M00235,2026-01-12,Swimming Pool,09:30
M00073,2026-04-07,Basketball,17:45
M00298,2026-04-14,Swimming Pool,13:30
M00239,2026-03-21,Football,08:00
M00004,2026-03-25,Gym,09:30
M00511,2026-04-18,Badminton,10:45
M00518,2026-07-29,Football,19:00
M00328,2026-05-01,Swimming Pool,16:30
M00114,2026-02-05,Football,08:45
M00505,2026-03-26,Gym,10:15
M00382,2026-07-15,Football,21:00
M00350,2026-04-03,Badminton,10:45
M00047,2026-07-15,Football,20:15
M00233,2026-07-07,Basketball,06:15
M00303,2026-07-21,Badminton,19:30
M00287,2026-04-19,Basketball,20:15
M00038,2026-04-02,Gym,20:00
M00028,2026-04-28,Swimming Pool,07:45
M00126,2026-04-03,Basketball,14:45
M00545,2026-06-14,Swimming Pool,21:00
M00222,2026-01-26,Basketball,16:30
M00234,2026-05-16,Gym,11:45
M00304,2026-07-30,Gym,15:30
M00471,2026-06-21,Swimming Pool,18:00
M00166,2026-05-25,Swimming Pool,16:30
M00404,2026-06-25,Football,18:15
M00462,2026-02-17,Football,15:00
M00460,2026-04-17,Basketball,14:15
M00011,2026-04-25,Basketball,12:15
M00490,2026-08-31,Gym,12:30
M00214,2026-07-06,Football,18:45
M00428,2026-06-27,Swimming Pool,17:15
M00224,2026-08-17,Football,19:45
M00054,2026-04-15,Gym,14:45
M00240,2026-02-15,Gym,16:30
M00241,2026-03-08,Gym,17:00
M00538,2026-08-30,Football,10:45
M00205,2026-05-28,Basketball,08:30
M00461,2026-04-20,Badminton,06:30
M00197,2026-06-24,Badminton,19:45
M00060,2026-07-08,Basketball,20:45
M00348,2026-03-30,Badminton,11:45
M00079,2026-05-31,Gym,13:30
M00151,2026-08-05,Swimming Pool,21:15
M00413,2026-07-11,Swimming Pool,20:15
M00185,2026-01-16,Swimming Pool,11:15
M00494,2026-01-27,Gym,08:45
M00380,2026-06-16,Basketball,19:00
M00504,2026-01-28,Basketball,11:00
M00302,2026-02-10,Football,17:00
M00296,2026-03-10,Football,18:15
M00034,2026-04-06,Swimming Pool,09:45
M00593,2026-01-03,Swimming Pool,11:15
M00031,2026-08-19,Swimming Pool,19:00
M00098,2026-08-16,Badminton,11:45
M00276,2026-05-07,Gym,07:45
M00560,2026-01-07,Gym,20:45
M00020,2026-08-24,Swimming Pool,08:45
M00199,2026-04-25,Gym,16:00
M00034,2026-03-16,Football,12:15
M00190,2026-04-16,Basketball,11:30
M00287,2026-04-07,Football,13:00
M00452,2026-02-10,Football,14:45
M00444,2026-03-03,Football,06:15
M00577,2026-01-09,Basketball,16:30
M00063,2026-02-10,Badminton,16:00
M00225,2026-07-08,Football,13:15
M00474,2026-06-29,Swimming Pool,21:15
M00554,2026-08-09,Gym,11:00
M00397,2026-02-26,Badminton,07:30
M00577,2026-07-29,Basketball,07:15
M00441,2026-07-03,Basketball,20:45
M00340,2026-07-30,Swimming Pool,20:15
M00567,2026-06-14,Badminton,17:15
M00501,2026-03-09,Football,17:00
M00464,2026-07-05,Gym,19:30
M00003,2026-04-18,Basketball,17:45
M00023,2026-02-13,Gym,06:00
M00579,2026-08-04,Swimming Pool,07:15
M00191,2026-07-17,Gym,17:30
M00244,2026-06-08,Gym,14:30
M00556,2026-05-27,Gym,13:15
M00161,2026-03-31,Swimming Pool,13:15
M00178,2026-01-02,Swimming Pool,13:30
M00069,2026-01-11,Swimming Pool,17:30
M00353,2026-08-07,Gym,09:15
M00346,2026-03-14,Badminton,07:15
M00415,2026-05-29,Football,15:15
M00199,2026-07-13,Swimming Pool,12:15
M00302,2026-08-06,Swimming Pool,18:15
M00437,2026-02-03,Gym,06:30
M00578,2026-07-11,Football,13:00
M00130,2026-08-01,Badminton,14:00
M00166,2026-08-14,Football,07:45
M00342,2026-07-12,Football,18:30
M00138,2026-01-15,Gym,10:15
M00509,2026-04-13,Swimming Pool,08:45
M00471,2026-03-21,Football,17:30
M00164,2026-01-17,Gym,18:15
M00275,2026-06-14,Gym,12:45
M00351,2026-06-09,Gym,10:15
M00406,2026-04-25,Gym,13:00
M00494,2026-04-06,Swimming Pool,18:15
M00434,2026-08-07,Badminton,21:30
M00155,2026-06-20,Football,18:30
M00393,2026-01-27,Swimming Pool,06:45
M00124,2026-04-25,Swimming Pool,06:00
M00585,2026-06-01,Swimming Pool,14:30
M00141,2026-03-11,Gym,12:15
M00109,2026-01-17,Badminton,13:30
M00364,2026-01-03,Badminton,09:30
M00215,2026-07-04,Swimming Pool,09:00
M00307,2026-03-02,Gym,20:45
M00473,2026-06-13,Swimming Pool,14:45
M00130,2026-04-06,Badminton,10:15
M00096,2026-05-09,Football,13:30
M00330,2026-06-29,Football,09:15
M00008,2026-03-19,Football,21:45
M00043,2026-04-21,Basketball,18:15
M00214,2026-08-14,Swimming Pool,11:45
M00363,2026-01-25,Badminton,07:15
M00349,2026-04-30,Football,15:45
M00282,2026-01-15,Football,16:30
M00540,2026-05-16,Swimming Pool,11:30
M00448,2026-07-01,Basketball,10:45
M00177,2026-01-05,Football,14:45
M00494,2026-02-02,Football,11:30
M00313,2026-08-25,Swimming Pool,16:30
M00083,2026-07-21,Football,18:15
M00569,2026-02-10,Swimming Pool,11:30
M00009,2026-07-13,Gym,11:30
M00416,2026-02-13,Badminton,20:15
M00566,2026-04-16,Swimming Pool,14:15
M00014,2026-01-24,Swimming Pool,11:15
M00281,2026-01-23,Badminton,11:00
M00014,2026-06-05,Basketball,18:15
M00455,2026-01-11,Swimming Pool,19:45
M00001,2026-03-09,Badminton,07:30
M00441,2026-02-19,Swimming Pool,08:45
M00292,2026-06-15,Gym,06:15
M00077,2026-01-13,Gym,13:15
M00380,2026-07-15,Swimming Pool,11:15
M00165,2026-03-18,Basketball,08:00
M00228,2026-04-08,Gym,07:45
M00022,2026-08-27,Football,10:45
M00498,2026-06-18,Gym,16:45
M00288,2026-04-13,Gym,19:00
M00486,2026-04-22,Swimming Pool,18:30
M00224,2026-07-01,Football,17:00
M00016,2026-05-27,Badminton,13:45
M00178,2026-02-21,Badminton,19:00
M00456,2026-07-31,Basketball,10:15
M00114,2026-02-22,Swimming Pool,19:00
M00013,2026-06-14,Football,14:30
M00096,2026-04-22,Badminton,10:15
M00102,2026-04-10,Badminton,14:30
M00120,2026-08-23,Swimming Pool,20:15
M00476,2026-05-01,Basketball,17:45
M00431,2026-08-17,Gym,19:15
M00258,2026-06-04,Badminton,11:00
M00285,2026-08-14,Basketball,08:45
M00336,2026-08-08,Badminton,09:45
M00021,2026-01-23,Basketball,12:15
M00307,2026-06-28,Swimming Pool,07:15
M00294,2026-05-24,Swimming Pool,20:30
M00274,2026-07-17,Badminton,08:45
M00173,2026-02-26,Badminton,17:45
M00344,2026-07-23,Swimming Pool,18:30
M00460,2026-05-26,Gym,11:30
M00301,2026-07-17,Football,17:15
M00388,2026-08-04,Swimming Pool,19:00
M00288,2026-06-26,Basketball,11:15
M00529,2026-04-22,Badminton,08:00
M00004,2026-06-02,Badminton,13:30
M00321,2026-05-04,Badminton,11:00
M00401,2026-07-05,Badminton,13:30
M00017,2026-08-02,Gym,13:45
M00547,2026-01-20,Badminton,19:00
M00313,2026-05-06,Basketball,09:30
M00228,2026-04-27,Football,14:30
M00218,2026-04-28,Gym,18:45
M00085,2026-05-19,Basketball,17:45
M00263,2026-08-18,Basketball,20:15
M00398,2026-07-13,Swimming Pool,18:00
M00377,2026-06-18,Badminton,08:30
M00530,2026-07-11,Football,07:00
M00153,2026-04-26,Basketball,11:00
M00012,2026-07-18,Football,15:30
M00042,2026-06-28,Basketball,18:00
M00298,2026-03-02,Badminton,19:45
M00035,2026-03-28,Gym,13:15
M00455,2026-03-10,Basketball,13:15
M00028,2026-04-12,Basketball,20:15
M00023,2026-07-29,Basketball,21:00
M00562,2026-08-27,Swimming Pool,11:15
M00431,2026-04-16,Basketball,14:00
M00017,2026-07-17,Football,20:45
M00337,2026-02-25,Football,16:00
M00397,2026-05-01,Swimming Pool,19:15
M00312,2026-06-24,Swimming Pool,21:45
M00025,2026-07-09,Badminton,16:00
M00310,2026-05-27,Swimming Pool,10:00
M00467,2026-01-16,Badminton,19:00
M00559,2026-08-10,Basketball,20:00
M00417,2026-04-11,Swimming Pool,11:00
M00072,2026-04-13,Swimming Pool,06:45
M00197,2026-08-30,Football,11:00
M00581,2026-07-28,Football,11:45
M00123,2026-05-24,Swimming Pool,19:30
M00209,2026-07-17,Swimming Pool,20:00
M00469,2026-07-08,Gym,19:30
M00269,2026-02-13,Basketball,15:15
M00031,2026-02-22,Football,13:00
M00244,2026-03-25,Badminton,06:00
M00290,2026-04-02,Football,19:45
M00028,2026-04-08,Football,11:00
M00349,2026-07-29,Football,20:15
M00003,2026-04-05,Badminton,11:30
M00238,2026-05-24,Football,14:15
M00056,2026-06-28,Swimming Pool,08:45
M00552,2026-01-29,Basketball,21:00
M00396,2026-06-12,Basketball,14:15
M00117,2026-03-29,Football,07:00
M00389,2026-06-16,Badminton,10:00
M00337,2026-01-01,Swimming Pool,20:00
M00118,2026-05-02,Gym,10:45
M00306,2026-01-11,Basketball,07:15
M00032,2026-05-12,Football,07:00
M00466,2026-02-10,Basketball,10:15
M00425,2026-05-21,Swimming Pool,15:30
M00540,2026-03-25,Gym,06:45
M00151,2026-05-13,Football,16:15
M00479,2026-06-11,Badminton,08:00
M00430,2026-05-19,Gym,19:00
M00395,2026-08-08,Gym,11:45
M00416,2026-04-11,Swimming Pool,06:00
M00544,2026-02-04,Gym,13:00
M00468,2026-01-15,Swimming Pool,19:15
M00271,2026-03-13,Badminton,12:30
M00391,2026-06-11,Swimming Pool,14:30
M00535,2026-06-24,Basketball,06:00
M00183,2026-01-03,Badminton,10:30
M00167,2026-06-18,Badminton,12:45
M00020,2026-05-30,Gym,10:15
M00470,2026-04-04,Swimming Pool,06:15
M00565,2026-08-21,Badminton,20:45
M00061,2026-03-05,Football,18:45
M00001,2026-02-03,Badminton,13:45
M00326,2026-02-04,Badminton,07:30
M00364,2026-02-26,Basketball,14:00
M00546,2026-07-28,Basketball,17:30
M00017,2026-03-04,Basketball,14:15
M00122,2026-04-01,Football,20:45
M00255,2026-05-13,Badminton,14:45
M00421,2026-02-08,Swimming Pool,10:15
M00439,2026-01-10,Basketball,18:45
M00542,2026-04-15,Badminton,08:15
M00382,2026-05-29,Badminton,21:15
M00139,2026-07-11,Gym,14:15
M00538,2026-04-10,Swimming Pool,11:45
M00578,2026-06-08,Swimming Pool,06:45
M00427,2026-04-12,Gym,20:45
M00182,2026-02-18,Badminton,18:15
M00562,2026-03-05,Swimming Pool,16:45
M00410,2026-05-23,Football,20:45
M00462,2026-06-06,Swimming Pool,17:45
M00013,2026-03-19,Gym,13:30
M00538,2026-02-14,Gym,14:15
M00098,2026-03-25,Swimming Pool,12:00
M00159,2026-02-02,Basketball,06:00
M00005,2026-08-18,Gym,15:30
M00051,2026-06-17,Basketball,18:15
M00069,2026-07-22,Badminton,13:00
M00292,2026-07-07,Football,08:15
M00308,2026-01-31,Gym,12:45
M00330,2026-02-08,Football,21:15
M00034,2026-06-01,Football,19:30
M00393,2026-03-18,Swimming Pool,10:30
M00012,2026-03-26,Football,10:00
M00532,2026-02-16,Swimming Pool,16:15
M00032,2026-05-26,Basketball,19:45
M00105,2026-06-09,Badminton,18:15
M00583,2026-08-29,Football,07:30
M00412,2026-05-17,Swimming Pool,06:00
M00486,2026-06-18,Badminton,13:00
M00460,2026-06-07,Basketball,19:00
M00539,2026-04-21,Football,16:45
M00157,2026-07-13,Badminton,06:30
M00254,2026-07-23,Badminton,21:30
M00124,2026-07-01,Swimming Pool,16:15
M00075,2026-06-18,Swimming Pool,21:30
M00415,2026-01-25,Gym,07:45
M00502,2026-05-07,Swimming Pool,11:00
M00509,2026-03-31,Gym,13:45
M00089,2026-07-13,Football,11:00
M00151,2026-06-27,Badminton,08:15
M00529,2026-05-04,Swimming Pool,12:45
M00042,2026-02-18,Badminton,11:30
M00318,2026-03-12,Basketball,15:00
M00278,2026-05-07,Basketball,06:45
M00548,2026-04-17,Swimming Pool,13:30
M00068,2026-08-25,Gym,21:45
M00330,2026-01-20,Football,08:45
M00035,2026-08-24,Football,17:00
M00495,2026-06-27,Swimming Pool,11:30
M00081,2026-03-10,Badminton,18:15
M00262,2026-01-10,Football,08:30
M00522,2026-01-01,Badminton,17:00
M00098,2026-03-24,Basketball,14:30
M00402,2026-06-21,Badminton,13:00
M00408,2026-01-13,Basketball,21:00
M00052,2026-03-14,Gym,13:00
M00319,2026-03-23,Badminton,09:30
M00019,2026-07-14,Swimming Pool,10:15
M00084,2026-07-25,Football,06:15
M00392,2026-04-11,Swimming Pool,07:15
M00527,2026-04-06,Football,18:30
M00022,2026-06-18,Basketball,06:15
M00402,2026-03-24,Swimming Pool,16:00
M00392,2026-03-14,Basketball,12:15
M00243,2026-03-29,Basketball,10:15
M00057,2026-08-27,Swimming Pool,20:30
M00270,2026-08-06,Gym,07:45
M00500,2026-01-11,Football,21:00
M00173,2026-01-11,Gym,08:30
M00228,2026-01-21,Gym,12:15
M00400,2026-04-07,Gym,09:30
M00551,2026-03-12,Football,16:00
M00352,2026-02-11,Basketball,13:15
M00123,2026-01-29,Football,18:00
M00303,2026-04-27,Swimming Pool,10:00
M00322,2026-02-27,Football,21:00
M00488,2026-05-03,Badminton,17:30
M00304,2026-05-03,Gym,10:15
M00082,2026-04-24,Gym,15:45
M00076,2026-07-30,Football,16:15
M00591,2026-03-11,Basketball,21:45
M00418,2026-02-03,Basketball,11:15
M00335,2026-06-29,Football,18:00
M00373,2026-03-01,Gym,10:45
M00076,2026-07-09,Football,15:00
M00133,2026-04-06,Basketball,20:00
M00222,2026-08-21,Basketball,18:00
M00339,2026-08-26,Gym,18:15
M00043,2026-04-12,Basketball,13:45
M00009,2026-04-05,Gym,10:00
M00440,2026-03-10,Gym,09:00
M00222,2026-05-31,Gym,09:15
M00061,2026-07-26,Swimming Pool,06:15
M00374,2026-02-04,Gym,14:30
M00162,2026-06-26,Swimming Pool,20:30
M00583,2026-04-30,Football,17:15
M00115,2026-05-28,Swimming Pool,18:00
M00051,2026-06-09,Football,19:00
M00137,2026-08-09,Basketball,17:45
M00303,2026-06-19,Badminton,14:30
M00141,2026-01-12,Badminton,15:30
M00293,2026-08-25,Badminton,13:00
M00128,2026-05-23,Gym,09:45
M00357,2026-06-11,Badminton,12:30
M00290,2026-07-15,Badminton,18:45
M00161,2026-08-10,Swimming Pool,17:15
M00127,2026-05-07,Football,21:00
M00323,2026-06-29,Basketball,18:00
M00241,2026-07-27,Basketball,09:45
M00143,2026-03-21,Football,19:00
M00459,2026-01-03,Badminton,20:15
M00432,2026-08-19,Basketball,06:15
M00202,2026-04-01,Gym,17:30
M00028,2026-01-19,Badminton,12:00
M00070,2026-04-23,Swimming Pool,08:45
M00509,2026-07-27,Gym,16:45
M00056,2026-03-30,Football,20:00
M00383,2026-02-03,Swimming Pool,14:30
M00077,2026-02-23,Swimming Pool,16:30
M00453,2026-05-26,Badminton,07:45
M00271,2026-07-07,Badminton,12:00
M00328,2026-06-27,Basketball,07:30
M00472,2026-02-01,Football,08:45
M00446,2026-07-10,Badminton,18:15
M00440,2026-03-26,Basketball,09:15
M00200,2026-08-14,Badminton,21:30
M00573,2026-04-28,Basketball,06:30
M00480,2026-01-13,Swimming Pool,13:45
M00486,2026-07-25,Gym,14:15
M00007,2026-07-26,Gym,11:15
M00027,2026-06-04,Badminton,19:45
M00248,2026-02-25,Swimming Pool,10:45
M00218,2026-07-21,Swimming Pool,12:45
M00297,2026-03-08,Gym,11:15
M00330,2026-03-03,Swimming Pool,18:45
M00386,2026-06-08,Football,11:30
M00170,2026-04-23,Basketball,13:15
M00230,2026-07-04,Football,16:15
M00048,2026-02-04,Swimming Pool,11:00
M00590,2026-01-25,Badminton,06:00
M00434,2026-06-07,Swimming Pool,13:15
M00529,2026-03-13,Badminton,10:15
M00305,2026-05-07,Gym,10:00
M00495,2026-03-26,Badminton,08:30
M00276,2026-06-26,Badminton,10:45
M00059,2026-08-23,Basketball,16:45
M00583,2026-06-26,Football,08:15
M00565,2026-02-26,Gym,06:00
M00403,2026-07-21,Badminton,13:15
M00159,2026-02-17,Basketball,10:15
M00505,2026-04-26,Basketball,20:15
M00209,2026-08-29,Gym,19:00
M00408,2026-04-13,Badminton,21:00
M00454,2026-01-01,Swimming Pool,17:00
M00244,2026-04-07,Gym,16:30
M00174,2026-06-09,Football,15:15
M00295,2026-01-22,Gym,21:30
M00055,2026-02-03,Basketball,14:00
M00445,2026-05-02,Badminton,11:45
M00465,2026-04-18,Swimming Pool,17:00
M00441,2026-08-01,Swimming Pool,06:00
M00251,2026-06-30,Basketball,12:30
M00414,2026-08-15,Badminton,19:00
M00290,2026-05-27,Basketball,14:30
M00498,2026-06-15,Football,12:00
M00536,2026-08-25,Swimming Pool,21:30
M00080,2026-03-07,Football,19:00
M00323,2026-07-28,Badminton,06:30
M00213,2026-02-06,Basketball,19:30
M00222,2026-02-02,Swimming Pool,13:30
M00391,2026-01-26,Swimming Pool,09:15
M00562,2026-05-30,Football,08:00
M00338,2026-06-07,Badminton,16:15
M00258,2026-01-05,Gym,08:15
M00462,2026-04-22,Swimming Pool,10:15
M00544,2026-06-30,Badminton,21:30
M00177,2026-07-31,Swimming Pool,16:45
M00473,2026-07-11,Football,21:00
M00526,2026-07-18,Football,10:15
M00210,2026-04-26,Football,21:00
M00338,2026-06-18,Football,15:00
M00398,2026-05-14,Gym,18:00
M00205,2026-06-28,Badminton,17:45
M00314,2026-04-30,Football,14:45
M00026,2026-07-12,Badminton,19:45
M00276,2026-05-26,Basketball,12:15
M00004,2026-08-08,Football,20:15
M00207,2026-04-12,Gym,07:00
M00588,2026-08-14,Swimming Pool,19:00
M00394,2026-04-13,Swimming Pool,06:00
M00429,2026-03-24,Badminton,16:45
M00519,2026-04-15,Badminton,16:45
M00536,2026-08-31,Basketball,16:30
M00368,2026-08-16,Basketball,17:00
M00177,2026-03-07,Basketball,19:30
M00006,2026-01-02,Gym,18:45
M00346,2026-05-14,Basketball,10:30
M00059,2026-04-02,Gym,19:45
M00362,2026-03-07,Badminton,09:15
M00180,2026-08-17,Badminton,15:30
M00071,2026-07-17,Football,21:30
M00006,2026-02-06,Swimming Pool,12:45
M00548,2026-04-20,Gym,13:30
M00482,2026-08-11,Gym,08:45
M00021,2026-03-04,Basketball,12:00
M00306,2026-07-27,Badminton,10:15
M00525,2026-06-14,Basketball,07:15
M00047,2026-07-24,Badminton,07:15
M00032,2026-06-05,Badminton,08:15
M00276,2026-06-21,Football,06:45
M00068,2026-07-30,Football,21:45
M00590,2026-08-13,Basketball,10:30
M00345,2026-02-09,Football,14:00
M00215,2026-04-03,Basketball,14:00
M00306,2026-03-23,Gym,20:15
M00363,2026-07-12,Basketball,21:30
M00522,2026-01-04,Football,16:45
M00229,2026-05-27,Badminton,06:30
M00599,2026-08-01,Football,07:15
M00443,2026-01-01,Swimming Pool,14:30
M00151,2026-06-16,Gym,13:00
M00363,2026-08-22,Football,10:30
M00534,2026-03-13,Football,06:45
M00196,2026-08-05,Badminton,10:00
M00233,2026-01-25,Football,20:45
M00483,2026-03-15,Football,19:45
M00372,2026-06-06,Badminton,09:30
M00069,2026-05-12,Basketball,14:15
M00207,2026-01-01,Football,10:30
M00533,2026-08-12,Basketball,14:00
M00585,2026-04-18,Swimming Pool,13:15
M00173,2026-08-17,Basketball,06:30
M00562,2026-04-07,Football,14:15
M00471,2026-04-18,Basketball,15:15
M00102,2026-08-06,Basketball,12:00
M00394,2026-04-14,Swimming Pool,12:00
M00381,2026-01-24,Football,08:45
M00554,2026-05-09,Swimming Pool,15:15
M00391,2026-07-30,Badminton,16:30
M00425,2026-06-09,Football,06:45
M00157,2026-03-02,Swimming Pool,20:15
M00226,2026-06-17,Basketball,09:45
M00515,2026-08-31,Football,06:15
M00176,2026-02-28,Basketball,07:00
M00439,2026-03-22,Badminton,20:00
M00566,2026-03-13,Basketball,20:30
M00266,2026-01-19,Basketball,19:45
M00322,2026-03-22,Swimming Pool,08:00
M00464,2026-07-11,Swimming Pool,20:00
M00362,2026-05-30,Gym,16:45
M00060,2026-05-23,Football,15:30
M00523,2026-06-05,Basketball,11:45
M00564,2026-02-23,Football,14:45
M00421,2026-02-22,Football,06:15
M00018,2026-06-25,Basketball,18:00
M00155,2026-03-02,Football,18:00
M00185,2026-01-30,Football,06:30
M00091,2026-05-21,Football,09:15
M00581,2026-06-15,Football,18:00
M00524,2026-07-16,Swimming Pool,06:45
M00008,2026-08-23,Basketball,18:00
M00122,2026-01-13,Basketball,10:15
M00493,2026-07-19,Swimming Pool,10:45
M00567,2026-06-05,Swimming Pool,13:30
M00524,2026-06-19,Basketball,15:45
M00048,2026-03-04,Badminton,07:45
M00503,2026-03-25,Basketball,19:15
M00196,2026-03-28,Badminton,20:00
M00499,2026-04-24,Swimming Pool,09:15
M00224,2026-01-26,Badminton,16:30
M00044,2026-06-24,Badminton,20:00
M00367,2026-02-02,Gym,21:15
M00529,2026-03-12,Badminton,14:00
M00319,2026-04-05,Football,12:00
M00079,2026-03-21,Gym,15:45
M00053,2026-06-16,Gym,10:15
M00331,2026-08-06,Gym,12:45
